0.17374,0.38726,0.62058,0.85261,1.0784,1.295,1.5003,1.6924,1.8699,2.0315,2.1765,2.3048,2.4165,2.5125,2.5941,2.663,2.7216,2.7719,2.816,2.8556,2.8914,2.9231,2.9491,2.9669,2.9728,2.9623,2.931,2.8744,2.7887,2.6711,2.5201,2.3358,2.1201,1.8765,1.6103,1.3287,1.0404,0.756,0.48812,0.25347,0.082729
0.1587,0.35371,0.56675,0.77854,0.98448,1.182,1.3689,1.5437,1.7049,1.8515,1.9829,2.0987,2.1994,2.2857,2.3587,2.4203,2.4723,2.5168,2.5558,2.5905,2.6219,2.6496,2.6723,2.6875,2.692,2.6818,2.6528,2.601,2.523,2.4162,2.2794,2.1125,1.9172,1.6968,1.456,1.2013,0.94066,0.68349,0.4413,0.22916,0.074792
0.14463,0.32233,0.51642,0.70929,0.89673,1.0763,1.2462,1.4049,1.551,1.6837,1.8024,1.9069,1.9974,2.0747,2.14,2.1948,2.2409,2.2802,2.3144,2.3449,2.3723,2.3963,2.4159,2.4289,2.4322,2.4223,2.3955,2.3482,2.2773,2.1805,2.0567,1.9058,1.7295,1.5305,1.3132,1.0835,0.84833,0.61638,0.39796,0.20665,0.067446
0.13148,0.29301,0.46939,0.64459,0.81478,0.97773,1.1317,1.2754,1.4075,1.5274,1.6343,1.7283,1.8096,1.8787,1.9369,1.9856,2.0263,2.0608,2.0908,2.1173,2.1412,2.162,2.1789,2.1898,2.192,2.1824,2.1577,2.1145,2.0502,1.9627,1.851,1.715,1.5561,1.3769,1.1814,0.97459,0.76304,0.55439,0.35792,0.18586,0.060659
0.11919,0.26562,0.42548,0.5842,0.7383,0.88574,1.025,1.1547,1.2739,1.3818,1.478,1.5623,1.635,1.6967,1.7485,1.7915,1.8274,1.8576,1.8838,1.9069,1.9275,1.9455,1.9599,1.9689,1.9703,1.9611,1.9383,1.899,1.8409,1.7619,1.6613,1.539,1.3962,1.2353,1.0598,0.8742,0.6844,0.49723,0.32101,0.16668,0.0544
0.10773,0.24007,0.38451,0.52787,0.66699,0.8,0.92551,1.0423,1.1495,1.2464,1.3327,1.4081,1.473,1.5279,1.5737,1.6117,1.6432,1.6696,1.6924,1.7123,1.7301,1.7455,1.7578,1.7652,1.7658,1.757,1.7361,1.7005,1.648,1.577,1.4866,1.3769,1.249,1.1049,0.94781,0.78179,0.61201,0.44461,0.28702,0.14903,0.048639
0.097047,0.21625,0.34632,0.47538,0.60055,0.72016,0.83292,0.93778,1.0339,1.1206,1.1977,1.265,1.3227,1.3714,1.4119,1.4453,1.4729,1.4959,1.5155,1.5328,1.548,1.5612,1.5715,1.5776,1.5776,1.5692,1.55,1.5178,1.4706,1.4069,1.326,1.228,1.1137,0.9851,0.84492,0.69686,0.54548,0.39625,0.2558,0.13281,0.043345
0.087096,0.19407,0.31077,0.42653,0.53874,0.6459,0.74684,0.84061,0.92647,1.0039,1.0725,1.1323,1.1834,1.2265,1.2621,1.2914,1.3155,1.3354,1.3524,1.3672,1.3802,1.3913,1.4,1.4049,1.4044,1.3965,1.379,1.35,1.3076,1.2507,1.1786,1.0912,0.98953,0.87513,0.75051,0.61893,0.48444,0.35189,0.22715,0.11794,0.038489
0.077843,0.17344,0.27772,0.38111,0.4813,0.57691,0.6669,0.75043,0.82682,0.89558,0.95645,1.0094,1.0546,1.0924,1.1237,1.1493,1.1702,1.1875,1.202,1.2146,1.2257,1.2351,1.2423,1.2462,1.2453,1.2379,1.222,1.196,1.1582,1.1075,1.0434,0.96589,0.87573,0.77438,0.66402,0.54754,0.42853,0.31125,0.20091,0.10431,0.034041
0.069249,0.15429,0.24703,0.33896,0.42799,0.51291,0.59279,0.66685,0.73451,0.79534,0.8491,0.89575,0.93548,0.96871,0.99604,1.0183,1.0364,1.0512,1.0636,1.0743,1.0837,1.0916,1.0975,1.1006,1.0994,1.0925,1.0782,1.0549,1.0213,0.9764,0.91969,0.85121,0.77162,0.68221,0.58492,0.48226,0.3774,0.2741,0.17692,0.09185,0.029975
